MID,transaction_id,timestamp,status,amount_usd,bank_routing,return_code,device_type
MID01066,ACH-MID01066-20260527-00000,2026-05-27T13:44:20+00:00,settled,133.77,62766630,,desktop-web
MID01066,ACH-MID01066-20260527-00001,2026-05-27T00:32:28+00:00,settled,148.57,57749969,,desktop-web
MID01066,ACH-MID01066-20260527-00002,2026-05-27T06:01:45+00:00,settled,141.67,70775532,,in-app
MID01066,ACH-MID01066-20260527-00003,2026-05-27T22:22:53+00:00,settled,51.74,20698772,,mobile-ios
MID01066,ACH-MID01066-20260527-00004,2026-05-27T22:18:15+00:00,settled,31.76,22797305,,mobile-android
MID01066,ACH-MID01066-20260527-00005,2026-05-27T05:38:47+00:00,settled,90.73,62131265,,desktop-web
MID01066,ACH-MID01066-20260527-00006,2026-05-27T00:08:23+00:00,settled,46.97,74588220,,mobile-ios
MID01066,ACH-MID01066-20260527-00007,2026-05-27T16:53:55+00:00,settled,56.63,68762685,,pos-terminal
MID01066,ACH-MID01066-20260527-00008,2026-05-27T19:16:43+00:00,settled,56.78,68328410,,desktop-web
MID01066,ACH-MID01066-20260527-00009,2026-05-27T12:05:05+00:00,settled,23.52,45296651,,desktop-web
MID01066,ACH-MID01066-20260527-00010,2026-05-27T13:19:18+00:00,settled,68.18,59616228,,in-app
MID01066,ACH-MID01066-20260527-00011,2026-05-27T15:54:09+00:00,settled,66.81,45188172,,in-app
MID01066,ACH-MID01066-20260527-00012,2026-05-27T06:48:14+00:00,settled,81.38,26003950,,mobile-android
MID01066,ACH-MID01066-20260527-00013,2026-05-27T08:32:15+00:00,settled,348.1,36351070,,mobile-android
MID01066,ACH-MID01066-20260527-00014,2026-05-27T06:49:33+00:00,settled,23.59,83420051,,in-app
MID01066,ACH-MID01066-20260527-00015,2026-05-27T16:27:57+00:00,settled,55.33,27339438,,mobile-ios
MID01066,ACH-MID01066-20260527-00016,2026-05-27T00:22:18+00:00,settled,112.83,33452336,,desktop-web
MID01066,ACH-MID01066-20260527-00017,2026-05-27T07:52:14+00:00,settled,242.43,21067056,,desktop-web
MID01066,ACH-MID01066-20260527-00018,2026-05-27T16:05:05+00:00,settled,70.33,75798095,,mobile-android
MID01066,ACH-MID01066-20260527-00019,2026-05-27T12:03:58+00:00,settled,123.91,59359261,,in-app
MID01066,ACH-MID01066-20260527-00020,2026-05-27T17:39:08+00:00,settled,96.06,40566984,,desktop-web
MID01066,ACH-MID01066-20260527-00021,2026-05-27T21:54:28+00:00,settled,34.87,79069318,,in-app
MID01066,ACH-MID01066-20260527-00022,2026-05-27T04:20:34+00:00,settled,608.38,17795079,,in-app
MID01066,ACH-MID01066-20260527-00023,2026-05-27T09:11:21+00:00,settled,88.97,71190948,,desktop-web
MID01066,ACH-MID01066-20260527-00024,2026-05-27T14:31:23+00:00,settled,38.39,11361184,,in-app
MID01066,ACH-MID01066-20260527-00025,2026-05-27T00:40:35+00:00,settled,86.08,68862316,,in-app
MID01066,ACH-MID01066-20260527-00026,2026-05-27T09:17:14+00:00,settled,82.98,65930278,,in-app
MID01066,ACH-MID01066-20260527-00027,2026-05-27T05:20:04+00:00,settled,330.15,82805841,,mobile-android
MID01066,ACH-MID01066-20260527-00028,2026-05-27T04:13:37+00:00,settled,124.55,99104678,,in-app
MID01066,ACH-MID01066-20260527-00029,2026-05-27T22:01:23+00:00,settled,79.5,57336379,,desktop-web
MID01066,ACH-MID01066-20260527-00030,2026-05-27T16:20:53+00:00,settled,26.51,20578672,,desktop-web
MID01066,ACH-MID01066-20260527-00031,2026-05-27T18:29:43+00:00,settled,24.53,30310529,,mobile-android
MID01066,ACH-MID01066-20260527-00032,2026-05-27T04:53:55+00:00,settled,242.62,99810501,,pos-terminal
MID01066,ACH-MID01066-20260527-00033,2026-05-27T17:27:57+00:00,settled,59.85,44223521,,mobile-ios
MID01066,ACH-MID01066-20260527-00034,2026-05-27T17:30:25+00:00,settled,61.39,69864809,,pos-terminal
MID01066,ACH-MID01066-20260527-00035,2026-05-27T13:06:10+00:00,settled,17.86,56940198,,desktop-web
MID01066,ACH-MID01066-20260527-00036,2026-05-27T21:31:23+00:00,settled,129.72,67006092,,mobile-ios
MID01066,ACH-MID01066-20260527-00037,2026-05-27T06:47:50+00:00,settled,71.7,93669243,,mobile-android
MID01066,ACH-MID01066-20260527-00038,2026-05-27T00:48:05+00:00,settled,67.43,33959056,,pos-terminal
MID01066,ACH-MID01066-20260527-00039,2026-05-27T04:02:17+00:00,settled,153.99,77437083,,in-app
MID01066,ACH-MID01066-20260527-00040,2026-05-27T02:08:05+00:00,settled,72.81,55146555,,in-app
MID01066,ACH-MID01066-20260527-00041,2026-05-27T07:39:38+00:00,settled,246.03,78671816,,pos-terminal
MID01066,ACH-MID01066-20260527-00042,2026-05-27T22:58:14+00:00,settled,34.22,71521035,,pos-terminal
MID01066,ACH-MID01066-20260527-00043,2026-05-27T11:56:07+00:00,settled,313.95,38292888,,mobile-android
MID01066,ACH-MID01066-20260527-00044,2026-05-27T20:46:48+00:00,settled,257.74,99945826,,in-app
MID01066,ACH-MID01066-20260527-00045,2026-05-27T02:46:10+00:00,settled,230.22,93342678,,mobile-ios
MID01066,ACH-MID01066-20260527-00046,2026-05-27T14:28:07+00:00,settled,111.94,16592567,,pos-terminal
MID01066,ACH-MID01066-20260527-00047,2026-05-27T02:09:24+00:00,settled,38.5,97555715,,desktop-web
MID01066,ACH-MID01066-20260527-00048,2026-05-27T06:22:13+00:00,settled,147.27,54560754,,desktop-web
MID01066,ACH-MID01066-20260527-00049,2026-05-27T12:39:06+00:00,settled,93.02,38581777,,mobile-ios
MID01066,ACH-MID01066-20260527-00050,2026-05-27T08:01:49+00:00,settled,45.08,16754637,,pos-terminal
MID01066,ACH-MID01066-20260527-00051,2026-05-27T02:41:34+00:00,settled,117.85,51844296,,in-app
MID01066,ACH-MID01066-20260527-00052,2026-05-27T04:36:05+00:00,settled,60.19,79894181,,pos-terminal
MID01066,ACH-MID01066-20260527-00053,2026-05-27T23:42:20+00:00,settled,404.64,10082948,,desktop-web
MID01066,ACH-MID01066-20260527-00054,2026-05-27T08:04:18+00:00,settled,272.8,15628235,,mobile-ios
MID01066,ACH-MID01066-20260527-00055,2026-05-27T12:28:09+00:00,settled,34.15,61272364,,desktop-web
MID01066,ACH-MID01066-20260527-00056,2026-05-27T14:00:09+00:00,settled,31.68,59451108,,pos-terminal
MID01066,ACH-MID01066-20260527-00057,2026-05-27T18:13:05+00:00,settled,26.29,59391191,,mobile-ios
MID01066,ACH-MID01066-20260527-00058,2026-05-27T00:52:57+00:00,settled,13.17,94869707,,desktop-web
MID01066,ACH-MID01066-20260527-00059,2026-05-27T18:56:32+00:00,settled,31.01,22346488,,mobile-ios
MID01066,ACH-MID01066-20260527-00060,2026-05-27T02:30:04+00:00,settled,167.65,40720578,,pos-terminal
MID01066,ACH-MID01066-20260527-00061,2026-05-27T23:21:53+00:00,settled,51.69,52967712,,desktop-web
MID01066,ACH-MID01066-20260527-00062,2026-05-27T11:37:38+00:00,settled,35.84,20688047,,mobile-ios
MID01066,ACH-MID01066-20260527-00063,2026-05-27T20:41:19+00:00,settled,27.41,99723168,,desktop-web
MID01066,ACH-MID01066-20260527-00064,2026-05-27T17:33:18+00:00,settled,56.75,82425488,,pos-terminal
MID01066,ACH-MID01066-20260527-00065,2026-05-27T04:00:44+00:00,settled,107.53,59384804,,mobile-ios
MID01066,ACH-MID01066-20260527-00066,2026-05-27T21:12:42+00:00,settled,44.95,61738867,,mobile-ios
MID01066,ACH-MID01066-20260527-00067,2026-05-27T13:52:33+00:00,settled,34.83,57634522,,pos-terminal
MID01066,ACH-MID01066-20260527-00068,2026-05-27T03:55:41+00:00,returned,74.48,15452830,R11,in-app
MID01066,ACH-MID01066-20260527-00069,2026-05-27T14:19:42+00:00,settled,31.94,86420947,,in-app
MID01066,ACH-MID01066-20260527-00070,2026-05-27T09:46:24+00:00,settled,246.23,17491459,,mobile-android
MID01066,ACH-MID01066-20260527-00071,2026-05-27T23:50:20+00:00,settled,44.78,68637469,,mobile-android
MID01066,ACH-MID01066-20260527-00072,2026-05-27T15:40:30+00:00,settled,104.08,98017168,,mobile-android
MID01066,ACH-MID01066-20260527-00073,2026-05-27T00:20:11+00:00,settled,165.97,20836037,,mobile-ios
MID01066,ACH-MID01066-20260527-00074,2026-05-27T17:03:10+00:00,settled,426.63,45992312,,mobile-android
MID01066,ACH-MID01066-20260527-00075,2026-05-27T03:03:45+00:00,settled,124.71,64316860,,in-app
MID01066,ACH-MID01066-20260527-00076,2026-05-27T20:43:25+00:00,settled,138.8,92431851,,pos-terminal
MID01066,ACH-MID01066-20260527-00077,2026-05-27T17:20:05+00:00,settled,32.87,84500421,,pos-terminal
MID01066,ACH-MID01066-20260527-00078,2026-05-27T19:35:32+00:00,settled,114.54,70925253,,mobile-android
MID01066,ACH-MID01066-20260527-00079,2026-05-27T15:32:12+00:00,settled,155.11,89858219,,pos-terminal
MID01066,ACH-MID01066-20260527-00080,2026-05-27T09:16:25+00:00,settled,18.43,51407099,,desktop-web
MID01066,ACH-MID01066-20260527-00081,2026-05-27T19:29:46+00:00,settled,61.39,33095814,,mobile-ios
MID01066,ACH-MID01066-20260527-00082,2026-05-27T02:37:14+00:00,settled,569.71,14989816,,in-app
MID01066,ACH-MID01066-20260527-00083,2026-05-27T06:55:42+00:00,settled,83.16,88348155,,mobile-android
MID01066,ACH-MID01066-20260527-00084,2026-05-27T01:21:09+00:00,settled,78.61,36925843,,in-app
MID01066,ACH-MID01066-20260527-00085,2026-05-27T08:01:33+00:00,settled,66.06,51599651,,desktop-web
MID01066,ACH-MID01066-20260527-00086,2026-05-27T10:25:59+00:00,settled,144.58,76498472,,mobile-ios
MID01066,ACH-MID01066-20260527-00087,2026-05-27T09:17:54+00:00,settled,64.92,65866108,,mobile-android
MID01066,ACH-MID01066-20260527-00088,2026-05-27T21:20:53+00:00,settled,165.94,97010340,,in-app
MID01066,ACH-MID01066-20260527-00089,2026-05-27T06:10:01+00:00,settled,243.33,23737280,,desktop-web
MID01066,ACH-MID01066-20260527-00090,2026-05-27T08:54:34+00:00,settled,95.45,97268848,,mobile-ios
MID01066,ACH-MID01066-20260527-00091,2026-05-27T05:14:25+00:00,settled,66.98,89484758,,mobile-ios
MID01066,ACH-MID01066-20260527-00092,2026-05-27T22:15:56+00:00,settled,389.15,29294805,,mobile-ios
MID01066,ACH-MID01066-20260527-00093,2026-05-27T01:46:12+00:00,settled,91.14,19023519,,pos-terminal
MID01066,ACH-MID01066-20260527-00094,2026-05-27T01:57:54+00:00,settled,66.82,89458641,,mobile-ios
MID01066,ACH-MID01066-20260527-00095,2026-05-27T07:51:52+00:00,returned,91.5,18437950,R01,desktop-web
MID01066,ACH-MID01066-20260527-00096,2026-05-27T15:42:11+00:00,settled,7.6,95362785,,mobile-ios
MID01066,ACH-MID01066-20260527-00097,2026-05-27T05:12:48+00:00,settled,51.63,74667775,,in-app
MID01066,ACH-MID01066-20260527-00098,2026-05-27T05:11:45+00:00,returned,241.73,59004515,R29,pos-terminal
MID01066,ACH-MID01066-20260527-00099,2026-05-27T01:32:22+00:00,settled,79.14,57112531,,in-app
MID01066,ACH-MID01066-20260527-00100,2026-05-27T13:55:24+00:00,settled,18.86,48796179,,in-app
MID01066,ACH-MID01066-20260527-00101,2026-05-27T10:10:24+00:00,settled,464.69,37150536,,mobile-ios
MID01066,ACH-MID01066-20260527-00102,2026-05-27T14:34:27+00:00,settled,124.63,66608485,,desktop-web
MID01066,ACH-MID01066-20260527-00103,2026-05-27T12:03:00+00:00,settled,51.02,42685072,,mobile-ios
MID01066,ACH-MID01066-20260527-00104,2026-05-27T18:31:17+00:00,settled,18.64,34278743,,mobile-ios
MID01066,ACH-MID01066-20260527-00105,2026-05-27T03:03:53+00:00,settled,56.56,80723637,,mobile-android
MID01066,ACH-MID01066-20260527-00106,2026-05-27T02:18:53+00:00,settled,28.19,82552360,,desktop-web
MID01066,ACH-MID01066-20260527-00107,2026-05-27T19:13:35+00:00,settled,21.36,91310647,,mobile-android
MID01066,ACH-MID01066-20260527-00108,2026-05-27T09:35:08+00:00,settled,144.39,58188811,,mobile-android
MID01066,ACH-MID01066-20260527-00109,2026-05-27T23:27:34+00:00,settled,186.33,23180075,,mobile-ios
MID01066,ACH-MID01066-20260527-00110,2026-05-27T11:03:13+00:00,settled,15.43,62024829,,desktop-web
MID01066,ACH-MID01066-20260527-00111,2026-05-27T02:06:03+00:00,settled,32.39,91773271,,pos-terminal
MID01066,ACH-MID01066-20260527-00112,2026-05-27T04:59:00+00:00,returned,33.19,85383944,R02,pos-terminal
MID01066,ACH-MID01066-20260527-00113,2026-05-27T11:19:35+00:00,settled,21.01,60326403,,in-app
MID01066,ACH-MID01066-20260527-00114,2026-05-27T04:39:45+00:00,settled,31.41,72687157,,in-app
MID01066,ACH-MID01066-20260527-00115,2026-05-27T00:57:45+00:00,settled,388.14,58657520,,mobile-android
MID01066,ACH-MID01066-20260527-00116,2026-05-27T10:42:04+00:00,settled,75.96,77406240,,mobile-android
MID01066,ACH-MID01066-20260527-00117,2026-05-27T06:47:22+00:00,settled,37.73,68297870,,mobile-android
MID01066,ACH-MID01066-20260527-00118,2026-05-27T08:42:23+00:00,settled,282.95,31004035,,in-app
MID01066,ACH-MID01066-20260527-00119,2026-05-27T17:15:50+00:00,settled,65.68,55867409,,pos-terminal
MID01066,ACH-MID01066-20260527-00120,2026-05-27T10:17:31+00:00,settled,141.1,62282640,,pos-terminal
MID01066,ACH-MID01066-20260527-00121,2026-05-27T23:16:09+00:00,settled,59.21,10109323,,in-app
MID01066,ACH-MID01066-20260527-00122,2026-05-27T06:12:00+00:00,settled,52.76,20587531,,mobile-android
MID01066,ACH-MID01066-20260527-00123,2026-05-27T05:19:38+00:00,settled,165.66,68073033,,mobile-ios
MID01066,ACH-MID01066-20260527-00124,2026-05-27T01:21:15+00:00,settled,13.89,87175659,,in-app
MID01066,ACH-MID01066-20260527-00125,2026-05-27T00:39:40+00:00,settled,49.87,22195145,,in-app
MID01066,ACH-MID01066-20260527-00126,2026-05-27T11:43:45+00:00,settled,38.48,92592841,,mobile-ios
MID01066,ACH-MID01066-20260527-00127,2026-05-27T09:45:07+00:00,settled,223.27,79262864,,mobile-ios
MID01066,ACH-MID01066-20260527-00128,2026-05-27T14:54:37+00:00,settled,126.34,37499988,,desktop-web
MID01066,ACH-MID01066-20260527-00129,2026-05-27T18:32:13+00:00,settled,17.17,98686727,,in-app
MID01066,ACH-MID01066-20260527-00130,2026-05-27T11:45:32+00:00,settled,117.98,23573287,,mobile-android
MID01066,ACH-MID01066-20260527-00131,2026-05-27T23:38:16+00:00,pending,13.07,98133475,,in-app
MID01066,ACH-MID01066-20260527-00132,2026-05-27T23:17:35+00:00,settled,140.87,90240542,,mobile-ios
MID01066,ACH-MID01066-20260527-00133,2026-05-27T03:44:44+00:00,settled,98.7,84481254,,desktop-web
MID01066,ACH-MID01066-20260527-00134,2026-05-27T12:43:16+00:00,settled,54.48,38503389,,pos-terminal
MID01066,ACH-MID01066-20260527-00135,2026-05-27T02:55:52+00:00,settled,32.66,10954434,,in-app
MID01066,ACH-MID01066-20260527-00136,2026-05-27T02:48:07+00:00,settled,100.15,44877491,,desktop-web
MID01066,ACH-MID01066-20260527-00137,2026-05-27T21:29:47+00:00,settled,142.65,74919635,,desktop-web
MID01066,ACH-MID01066-20260527-00138,2026-05-27T08:23:09+00:00,settled,72.09,58763670,,pos-terminal
MID01066,ACH-MID01066-20260527-00139,2026-05-27T07:15:15+00:00,settled,47.8,87796460,,pos-terminal
MID01066,ACH-MID01066-20260527-00140,2026-05-27T15:39:22+00:00,settled,224.19,12270590,,pos-terminal
MID01066,ACH-MID01066-20260527-00141,2026-05-27T16:23:02+00:00,settled,26.68,50917891,,desktop-web
MID01066,ACH-MID01066-20260527-00142,2026-05-27T19:16:59+00:00,settled,82.6,88763969,,mobile-ios
MID01066,ACH-MID01066-20260527-00143,2026-05-27T00:57:11+00:00,settled,26.33,12468488,,mobile-ios
MID01066,ACH-MID01066-20260527-00144,2026-05-27T21:35:43+00:00,settled,204.52,72508498,,in-app
MID01066,ACH-MID01066-20260527-00145,2026-05-27T01:49:51+00:00,pending,82.3,19005237,,mobile-ios
MID01066,ACH-MID01066-20260527-00146,2026-05-27T18:18:42+00:00,settled,28.92,73917531,,desktop-web
MID01066,ACH-MID01066-20260527-00147,2026-05-27T14:59:22+00:00,settled,103.94,74937942,,in-app
MID01066,ACH-MID01066-20260527-00148,2026-05-27T15:54:11+00:00,settled,31.37,69967432,,pos-terminal
MID01066,ACH-MID01066-20260527-00149,2026-05-27T10:55:34+00:00,settled,71.34,48273998,,mobile-ios
MID01066,ACH-MID01066-20260527-00150,2026-05-27T21:31:36+00:00,settled,33.45,41217017,,desktop-web
MID01066,ACH-MID01066-20260527-00151,2026-05-27T08:33:34+00:00,settled,220.2,66904989,,pos-terminal
MID01066,ACH-MID01066-20260527-00152,2026-05-27T06:47:37+00:00,settled,70.61,32166480,,in-app
MID01066,ACH-MID01066-20260527-00153,2026-05-27T02:34:17+00:00,settled,71.96,89288388,,pos-terminal
MID01066,ACH-MID01066-20260527-00154,2026-05-27T04:41:47+00:00,settled,138.04,48283480,,mobile-ios
MID01066,ACH-MID01066-20260527-00155,2026-05-27T03:00:06+00:00,settled,24.94,22757150,,mobile-ios
MID01066,ACH-MID01066-20260527-00156,2026-05-27T11:24:01+00:00,settled,26.65,44566971,,mobile-ios
MID01066,ACH-MID01066-20260527-00157,2026-05-27T21:36:52+00:00,settled,63.8,94207852,,pos-terminal
MID01066,ACH-MID01066-20260527-00158,2026-05-27T15:38:47+00:00,settled,21.95,96483976,,in-app
