MID,transaction_id,timestamp,status,amount_usd,bank_routing,return_code,device_type
MID01066,ACH-MID01066-20260523-00000,2026-05-23T16:36:48+00:00,settled,62.71,27321173,,desktop-web
MID01066,ACH-MID01066-20260523-00001,2026-05-23T21:15:59+00:00,settled,114.18,10264778,,mobile-android
MID01066,ACH-MID01066-20260523-00002,2026-05-23T04:11:59+00:00,settled,24.62,78493373,,desktop-web
MID01066,ACH-MID01066-20260523-00003,2026-05-23T16:16:20+00:00,settled,37.31,31589480,,pos-terminal
MID01066,ACH-MID01066-20260523-00004,2026-05-23T12:34:42+00:00,settled,241.76,11469363,,desktop-web
MID01066,ACH-MID01066-20260523-00005,2026-05-23T05:00:07+00:00,settled,74.43,77439581,,mobile-android
MID01066,ACH-MID01066-20260523-00006,2026-05-23T07:20:47+00:00,settled,21.82,39023814,,mobile-android
MID01066,ACH-MID01066-20260523-00007,2026-05-23T12:46:41+00:00,settled,22.31,33448286,,pos-terminal
MID01066,ACH-MID01066-20260523-00008,2026-05-23T09:03:42+00:00,settled,81.08,88297181,,mobile-ios
MID01066,ACH-MID01066-20260523-00009,2026-05-23T17:22:17+00:00,settled,156.9,39529048,,pos-terminal
MID01066,ACH-MID01066-20260523-00010,2026-05-23T04:28:12+00:00,settled,4.77,61493441,,in-app
MID01066,ACH-MID01066-20260523-00011,2026-05-23T14:42:45+00:00,settled,60.58,32855014,,mobile-ios
MID01066,ACH-MID01066-20260523-00012,2026-05-23T00:49:45+00:00,settled,39.89,66517706,,in-app
MID01066,ACH-MID01066-20260523-00013,2026-05-23T17:04:16+00:00,settled,153.82,70501033,,mobile-ios
MID01066,ACH-MID01066-20260523-00014,2026-05-23T22:57:14+00:00,settled,18.17,61901614,,in-app
MID01066,ACH-MID01066-20260523-00015,2026-05-23T22:40:47+00:00,settled,115.11,51630527,,desktop-web
MID01066,ACH-MID01066-20260523-00016,2026-05-23T17:38:08+00:00,settled,61.33,12331591,,pos-terminal
MID01066,ACH-MID01066-20260523-00017,2026-05-23T21:56:58+00:00,settled,358.81,92853087,,pos-terminal
MID01066,ACH-MID01066-20260523-00018,2026-05-23T10:15:30+00:00,settled,191.1,11061338,,pos-terminal
MID01066,ACH-MID01066-20260523-00019,2026-05-23T11:35:27+00:00,settled,24.69,90650603,,mobile-ios
MID01066,ACH-MID01066-20260523-00020,2026-05-23T14:24:44+00:00,settled,86.13,82741256,,mobile-android
MID01066,ACH-MID01066-20260523-00021,2026-05-23T23:06:22+00:00,settled,26.59,82356277,,mobile-android
MID01066,ACH-MID01066-20260523-00022,2026-05-23T23:36:39+00:00,settled,36.05,67557175,,mobile-ios
MID01066,ACH-MID01066-20260523-00023,2026-05-23T11:40:11+00:00,settled,68.95,45667553,,mobile-android
MID01066,ACH-MID01066-20260523-00024,2026-05-23T09:33:50+00:00,settled,101.42,47045893,,desktop-web
MID01066,ACH-MID01066-20260523-00025,2026-05-23T15:56:49+00:00,settled,111.9,26552007,,desktop-web
MID01066,ACH-MID01066-20260523-00026,2026-05-23T03:31:40+00:00,settled,239.6,84484161,,mobile-android
MID01066,ACH-MID01066-20260523-00027,2026-05-23T18:02:16+00:00,settled,38.2,63244571,,mobile-ios
MID01066,ACH-MID01066-20260523-00028,2026-05-23T09:44:02+00:00,settled,37.55,66850524,,mobile-android
MID01066,ACH-MID01066-20260523-00029,2026-05-23T14:53:17+00:00,settled,138.73,18365669,,mobile-android
MID01066,ACH-MID01066-20260523-00030,2026-05-23T08:46:44+00:00,settled,52.85,89874204,,mobile-android
MID01066,ACH-MID01066-20260523-00031,2026-05-23T09:06:53+00:00,settled,124.33,87821406,,desktop-web
MID01066,ACH-MID01066-20260523-00032,2026-05-23T03:17:42+00:00,settled,28.19,95086871,,desktop-web
MID01066,ACH-MID01066-20260523-00033,2026-05-23T14:30:31+00:00,settled,61.44,29419979,,in-app
MID01066,ACH-MID01066-20260523-00034,2026-05-23T15:18:00+00:00,settled,41.44,99989008,,desktop-web
MID01066,ACH-MID01066-20260523-00035,2026-05-23T03:02:26+00:00,settled,95.37,55510600,,in-app
MID01066,ACH-MID01066-20260523-00036,2026-05-23T15:06:52+00:00,settled,100.31,98292300,,pos-terminal
MID01066,ACH-MID01066-20260523-00037,2026-05-23T11:40:35+00:00,settled,55.11,35276130,,desktop-web
MID01066,ACH-MID01066-20260523-00038,2026-05-23T06:46:53+00:00,settled,15.52,23376503,,pos-terminal
MID01066,ACH-MID01066-20260523-00039,2026-05-23T10:05:40+00:00,settled,43.46,70918907,,mobile-ios
MID01066,ACH-MID01066-20260523-00040,2026-05-23T10:35:25+00:00,pending,67.15,85011453,,mobile-ios
MID01066,ACH-MID01066-20260523-00041,2026-05-23T21:06:16+00:00,settled,21.14,25792308,,pos-terminal
MID01066,ACH-MID01066-20260523-00042,2026-05-23T23:29:11+00:00,settled,45.13,75192246,,mobile-ios
MID01066,ACH-MID01066-20260523-00043,2026-05-23T11:14:33+00:00,settled,193.6,37765819,,mobile-ios
MID01066,ACH-MID01066-20260523-00044,2026-05-23T22:08:42+00:00,returned,68.21,74879002,R05,pos-terminal
MID01066,ACH-MID01066-20260523-00045,2026-05-23T11:53:02+00:00,settled,124.77,71131727,,pos-terminal
MID01066,ACH-MID01066-20260523-00046,2026-05-23T00:38:49+00:00,settled,153.6,56312858,,mobile-ios
MID01066,ACH-MID01066-20260523-00047,2026-05-23T06:37:02+00:00,settled,70.2,12399479,,mobile-android
MID01066,ACH-MID01066-20260523-00048,2026-05-23T15:00:31+00:00,settled,13.49,46141492,,mobile-android
MID01066,ACH-MID01066-20260523-00049,2026-05-23T02:29:04+00:00,settled,33.32,65554706,,pos-terminal
MID01066,ACH-MID01066-20260523-00050,2026-05-23T02:19:07+00:00,settled,403.69,31256513,,desktop-web
MID01066,ACH-MID01066-20260523-00051,2026-05-23T23:45:25+00:00,settled,192.58,30399118,,desktop-web
MID01066,ACH-MID01066-20260523-00052,2026-05-23T18:32:59+00:00,settled,150.85,51873482,,mobile-ios
MID01066,ACH-MID01066-20260523-00053,2026-05-23T03:39:39+00:00,settled,58.42,83549170,,mobile-ios
MID01066,ACH-MID01066-20260523-00054,2026-05-23T10:41:02+00:00,settled,77.92,77814721,,pos-terminal
MID01066,ACH-MID01066-20260523-00055,2026-05-23T16:41:23+00:00,settled,54.17,92512305,,in-app
MID01066,ACH-MID01066-20260523-00056,2026-05-23T13:34:28+00:00,settled,136.62,76174131,,mobile-android
MID01066,ACH-MID01066-20260523-00057,2026-05-23T13:57:44+00:00,settled,191.49,60627904,,mobile-ios
MID01066,ACH-MID01066-20260523-00058,2026-05-23T23:15:46+00:00,pending,31.31,39378471,,mobile-ios
MID01066,ACH-MID01066-20260523-00059,2026-05-23T08:02:53+00:00,returned,57.72,59191157,R01,mobile-android
MID01066,ACH-MID01066-20260523-00060,2026-05-23T21:56:57+00:00,settled,142.88,42412745,,desktop-web
MID01066,ACH-MID01066-20260523-00061,2026-05-23T01:50:29+00:00,settled,74.72,35015377,,mobile-ios
MID01066,ACH-MID01066-20260523-00062,2026-05-23T18:57:40+00:00,settled,96.29,30745463,,pos-terminal
MID01066,ACH-MID01066-20260523-00063,2026-05-23T07:37:00+00:00,settled,89.26,95378709,,desktop-web
MID01066,ACH-MID01066-20260523-00064,2026-05-23T02:17:58+00:00,settled,92.55,88477101,,desktop-web
MID01066,ACH-MID01066-20260523-00065,2026-05-23T04:08:18+00:00,settled,74.55,62813801,,mobile-android
MID01066,ACH-MID01066-20260523-00066,2026-05-23T03:44:36+00:00,settled,37.25,61351461,,mobile-ios
MID01066,ACH-MID01066-20260523-00067,2026-05-23T04:56:35+00:00,settled,109.1,74897219,,mobile-ios
MID01066,ACH-MID01066-20260523-00068,2026-05-23T06:01:22+00:00,settled,81.98,28609752,,desktop-web
MID01066,ACH-MID01066-20260523-00069,2026-05-23T06:28:15+00:00,settled,94.89,90636251,,mobile-android
MID01066,ACH-MID01066-20260523-00070,2026-05-23T10:22:05+00:00,settled,155.85,23366133,,mobile-ios
MID01066,ACH-MID01066-20260523-00071,2026-05-23T11:06:45+00:00,settled,153.45,73183765,,desktop-web
MID01066,ACH-MID01066-20260523-00072,2026-05-23T15:54:20+00:00,pending,28.24,53913335,,mobile-ios
MID01066,ACH-MID01066-20260523-00073,2026-05-23T12:58:57+00:00,settled,726.51,78423406,,in-app
MID01066,ACH-MID01066-20260523-00074,2026-05-23T05:41:16+00:00,settled,69.29,55747175,,desktop-web
MID01066,ACH-MID01066-20260523-00075,2026-05-23T23:38:11+00:00,settled,94.77,81632904,,pos-terminal
MID01066,ACH-MID01066-20260523-00076,2026-05-23T20:13:53+00:00,settled,170.66,43453951,,pos-terminal
MID01066,ACH-MID01066-20260523-00077,2026-05-23T18:13:06+00:00,settled,63.48,81966531,,desktop-web
MID01066,ACH-MID01066-20260523-00078,2026-05-23T02:21:20+00:00,settled,13.76,74121525,,pos-terminal
MID01066,ACH-MID01066-20260523-00079,2026-05-23T04:18:51+00:00,settled,38.14,32944319,,pos-terminal
MID01066,ACH-MID01066-20260523-00080,2026-05-23T12:05:22+00:00,settled,49.06,58639115,,in-app
MID01066,ACH-MID01066-20260523-00081,2026-05-23T04:25:20+00:00,settled,71.08,91031419,,desktop-web
MID01066,ACH-MID01066-20260523-00082,2026-05-23T05:03:51+00:00,settled,46.22,26445634,,pos-terminal
MID01066,ACH-MID01066-20260523-00083,2026-05-23T16:07:38+00:00,settled,94.5,82233684,,in-app
