MID,transaction_id,timestamp,status,amount_usd,bank_routing,return_code,device_type
MID01066,ACH-MID01066-20260522-00000,2026-05-22T11:33:21+00:00,settled,63.67,87816133,,mobile-ios
MID01066,ACH-MID01066-20260522-00001,2026-05-22T03:45:38+00:00,settled,105.04,53919450,,in-app
MID01066,ACH-MID01066-20260522-00002,2026-05-22T02:55:01+00:00,settled,53.68,11809762,,in-app
MID01066,ACH-MID01066-20260522-00003,2026-05-22T02:46:13+00:00,settled,70.11,66622563,,pos-terminal
MID01066,ACH-MID01066-20260522-00004,2026-05-22T17:02:55+00:00,settled,64.68,80961097,,mobile-ios
MID01066,ACH-MID01066-20260522-00005,2026-05-22T08:43:31+00:00,settled,90.88,86161625,,pos-terminal
MID01066,ACH-MID01066-20260522-00006,2026-05-22T02:32:53+00:00,settled,118.23,88247589,,mobile-android
MID01066,ACH-MID01066-20260522-00007,2026-05-22T02:06:48+00:00,settled,190.82,51865933,,mobile-android
MID01066,ACH-MID01066-20260522-00008,2026-05-22T04:07:33+00:00,settled,229.53,43392905,,desktop-web
MID01066,ACH-MID01066-20260522-00009,2026-05-22T01:20:30+00:00,settled,149.88,71835544,,mobile-android
MID01066,ACH-MID01066-20260522-00010,2026-05-22T08:30:26+00:00,settled,18.06,14900368,,in-app
MID01066,ACH-MID01066-20260522-00011,2026-05-22T16:51:38+00:00,settled,66.69,38649212,,mobile-ios
MID01066,ACH-MID01066-20260522-00012,2026-05-22T10:50:31+00:00,settled,10.97,34903586,,mobile-ios
MID01066,ACH-MID01066-20260522-00013,2026-05-22T05:55:34+00:00,returned,68.13,22052977,R01,mobile-ios
MID01066,ACH-MID01066-20260522-00014,2026-05-22T16:48:15+00:00,settled,95.66,19338043,,mobile-android
MID01066,ACH-MID01066-20260522-00015,2026-05-22T08:56:50+00:00,settled,41.44,14629844,,pos-terminal
MID01066,ACH-MID01066-20260522-00016,2026-05-22T17:36:22+00:00,settled,64.94,24196472,,mobile-android
MID01066,ACH-MID01066-20260522-00017,2026-05-22T00:42:31+00:00,settled,35.48,40231168,,mobile-android
MID01066,ACH-MID01066-20260522-00018,2026-05-22T18:12:00+00:00,settled,203.07,27213404,,desktop-web
MID01066,ACH-MID01066-20260522-00019,2026-05-22T14:43:41+00:00,settled,19.7,67545896,,mobile-ios
MID01066,ACH-MID01066-20260522-00020,2026-05-22T04:43:25+00:00,settled,71.47,84679518,,desktop-web
MID01066,ACH-MID01066-20260522-00021,2026-05-22T16:34:15+00:00,settled,20.97,62470539,,mobile-android
MID01066,ACH-MID01066-20260522-00022,2026-05-22T03:57:58+00:00,settled,87.23,64260624,,pos-terminal
MID01066,ACH-MID01066-20260522-00023,2026-05-22T01:55:03+00:00,settled,42.39,88958503,,mobile-ios
MID01066,ACH-MID01066-20260522-00024,2026-05-22T06:25:00+00:00,settled,245.9,82274832,,pos-terminal
MID01066,ACH-MID01066-20260522-00025,2026-05-22T01:49:58+00:00,settled,238.96,23555005,,desktop-web
MID01066,ACH-MID01066-20260522-00026,2026-05-22T06:23:46+00:00,settled,35.44,66589732,,pos-terminal
MID01066,ACH-MID01066-20260522-00027,2026-05-22T16:12:11+00:00,settled,15.68,11650274,,mobile-android
MID01066,ACH-MID01066-20260522-00028,2026-05-22T03:49:04+00:00,settled,150.22,85982671,,mobile-ios
MID01066,ACH-MID01066-20260522-00029,2026-05-22T17:08:50+00:00,settled,36.27,81273584,,mobile-android
MID01066,ACH-MID01066-20260522-00030,2026-05-22T11:52:02+00:00,settled,57.29,71051749,,mobile-ios
